nct_id,intervention_seq,intervention_type,intervention_name,description
NCT02823912,1,DRUG,Capsaicin,
NCT02823912,2,DRUG,Magnesia calcinada,
NCT06952530,1,DRUG,Orforglipron,Administered orally
NCT06952530,2,DRUG,Placebo,placebo administered
NCT00131391,1,DRUG,Comparator: taranabant,"taranabant 2 mg capsule, 4 mg capsule, 6 mg capsule. 52 week treatment period."
NCT00131391,2,DRUG,Comparator: placebo,Placebo capsule once daily . 52 week treatment period.
NCT01934036,1,DIETARY_SUPPLEMENT,Obex,"After concluded the two months of treatment, patients will be follow-up during three months without consumption of Obex."
NCT01934036,2,DRUG,Placebo,"After concluded the two months of treatment, patients will be follow-up during three months without consumption of the placebo."
NCT05564117,1,DRUG,Semaglutide,Semaglutide tablets orally once daily for 64 weeks.
NCT05564117,2,DRUG,Placebo semaglutide,Semaglutide placebo-matching tablets orally once daily for 64 weeks.
NCT00859989,1,BEHAVIORAL,behavioral dietary intervention,
NCT00859989,2,BEHAVIORAL,exercise intervention,
NCT00859989,3,BEHAVIORAL,telephone-based intervention,
NCT00859989,4,OTHER,counseling intervention,
NCT00859989,5,OTHER,educational intervention,
NCT00859989,6,OTHER,immunoenzyme technique,
NCT00859989,7,OTHER,laboratory biomarker analysis,
NCT00859989,8,OTHER,questionnaire administration,
NCT00859989,9,OTHER,study of socioeconomic and demographic variables,
NCT00859989,10,PROCEDURE,evaluation of cancer risk factors,
NCT00859989,11,PROCEDURE,support group therapy,
NCT07298915,1,DRUG,Tirzepatide,Participants will take tirzepatide under the care of their primary care provider for 16 weeks
NCT07298915,2,BEHAVIORAL,Exercise,Participants will perform a combination of aerobic and resistance training for 16 weeks
NCT00355979,1,DEVICE,intragastric balloon,
NCT05965908,1,DRUG,liraglutide,glucagon-like peptide 1 receptor agonist
NCT05965908,2,DRUG,Metformin,biguanide antihyperglycemic
NCT07294950,1,DRUG,Gradual dose reduction of semaglutide,Pparticipants will reduce semaglutide dosage by 25% every 4-weeks until complete treatment cessation at week 16
NCT07294950,2,DRUG,Abrupt cessation of semaglutide,Cessation of semaglutide at 16-weeks
NCT00522964,1,BEHAVIORAL,behavioral intervention,The intervention is based on Social Cognitive Theory and principles of Chinese culture and practices. The intervention program includes a one-hour small-group session for eight weeks for children and two 2-hour small-group sessions for parents.
NCT02145442,1,DIETARY_SUPPLEMENT,Obex,"Obex® will be administered two sachets daily dissolved in a glass of water, 30 minutes before lunch and dinner during three months. Participants will be not trained about changes of lifestyle on their diets, or physical activity."
NCT07528027,1,DRUG,HRS-7535,HRS-7535
NCT07528027,2,DRUG,Placebo,Placebo
NCT00402584,1,DRUG,sibutramine,
NCT01249872,1,DRUG,GROUP A : 0 mg MORPHINE-0.1% LEVOBUPIVACAINE,"Patients receive intra-operatively (45 min before the estimated end of the surgery) a bolus dose 2 ml of normal saline, epidurally. Postoperatively, immediately after extubation, patients receive patient controlled epidural analgesia (PCEA) of 0.1% levobupivacaine (5ml, lockout interval 10min) combined with a continuous epidural infusion of morphine 0.2 mg/h."
NCT01249872,2,DRUG,GROUP B : 1 mg MORPHINE- 0.1% LEVOBUPIVACAINE,"Patients receive intraoperatively(45 min before the estimated end of the surgery)an epidural bolus dose of 1mg of morphine.Postoperatively, immediately after extubation, patients receive patient controlled epidural analgesia (PCEA) of 0.1% levobupivacaine (5ml, lockout interval 10min) combined with a continuous epidural infusion of morphine 0.2 mg/h."
NCT01249872,3,DRUG,GROUP C : 2 mg MORPHINE-0.1% LEVOBUPIVACAINE,"Patients receive intraoperatively (45 min before the estimated end of the surgery) a bolus dose 2 mg of morphine, epidurally. Postoperatively, immediately after extubation, patients receive patient controlled epidural analgesia (PCEA) of 0.1% levobupivacaine (5ml, lockout interval 10min) combined with a continuous epidural infusion of morphine 0.2 mg/h."
NCT01249872,4,DRUG,GROUP D : 0 mg MORPHINE- 0.2% LEVOBUPIVACAINE,"Patients receive intra-operatively (45 min before the estimated end of the surgery) a bolus dose of 2 ml of normal saline epidurally. Postoperatively, immediately after extubation, patients receive patient controlled epidural analgesia (PCEA) of 0.2% levobupivacaine (5ml, lockout interval 10min) combined with a continuous epidural infusion of morphine 0.2 mg/h."
NCT01249872,5,DRUG,GROUP E : 1 mg MORPHINE-0.2 % LEVOBUPIVACAINE,"Patients receive intra-operatively (45 min before the estimated end of the surgery) a bolus dose of 1mg of morphine, epidurally.Postoperatively, immediately after extubation, patients receive patient controlled epidural analgesia (PCEA) of 0.2% levobupivacaine (5ml, lockout interval 10min) combined with a continuous epidural infusion of morphine 0.2 mg/h."
NCT01249872,6,DRUG,GROUP F : 2 mg MORPHINE- 0.2% LEVOBUPIVACAINE,"Patients receive an epidural bolus dose of 2 mg of morphine intra-operatively (45 min before the estimated end of the surgery).Postoperatively, immediately after extubation, patients receive patient controlled epidural analgesia (PCEA) of 0.2% levobupivacaine (5ml, lockout interval 10min) combined with a continuous epidural infusion of morphine 0.2 mg/h."
NCT07357415,1,DRUG,Retatrutide,Administered SC
NCT00907660,1,BEHAVIORAL,Weight loss counseling,Monitoring of weight; review of food and physical activity records; counseling to reduce calorie intake by 500-1000 calories per day
NCT00907660,2,DIETARY_SUPPLEMENT,Portion-Controlled Foods,"Consumption of shakes, meal bars, and prepared entrees for 2 out of 3 meals per day during the 14 weeks of the study. ""Full dose"" patients are provided with both meals by the study; ""half dose"" patients are provided with one out of two meals by the study."
NCT07219485,1,DRUG,Pitolisant,"* Pitolisant 4.45 mg tablets
* Pitolisant 17.8 mg tablets"
NCT04971720,1,DRUG,Sacubitril-Valsartan 49 Mg-51 Mg Oral Tablet,"The subject will be randomized, in a double-blind manner to sacubitril/valsartan 49/51 mg once in the morning or once in the evening for a period of 28 days."
NCT04971720,2,DRUG,Valsartan 80 mg Oral Tablet,"The subject will be randomized, in a double-blind manner to valsartan 80 mg once in the morning or once in the evening for a period of 28 days."
NCT00782262,1,DIETARY_SUPPLEMENT,KicStart™,"KicStart™ is a nutritionally complete, but lower energy formulated liquid meal. Two sachets of KicStart™ (one for breakfast and one for lunch) provides 450 cal of energy per day, 0.8 grams per kilogram ideal body weight of high quality protein, and the recommended daily allowances (RDI) of minerals, vitamins, trace elements, omega 3 and 6 essential fatty acids. The Kicstart is supplemented with some salads, carbohydrate free vegetables and a small piece of meat fish or chicken each day in order to achieve a total energy intake of approximately 850 kcals/day."
NCT00603291,1,DRUG,Lorcaserin 10 mg once daily (QD),Lorcaserin 10 mg tablet each morning and placebo tablet each evening for a duration of 52 weeks.
NCT00603291,2,DRUG,Lorcaserin 10 mg twice a day (BID),Lorcaserin 10 mg tablet each morning and evening for a duration of 52 weeks.
NCT00603291,3,DRUG,Matching Placebo,Matching placebo tablet each morning and evening for a duration of 52 weeks.
NCT00219115,1,DRUG,aliskiren,
NCT01208558,1,BEHAVIORAL,Diet A,"Prudent diet without grains. Written advice and 17-20 group sessions. Subjects are advised to avoid cereal grains as much as possible. Apart from that, the recommendation is to follow Nordic Nutrition Recommendations (NNR) for overweight people (www.slv.se), i.e. to eat much fruit, vegetables, fish, and to choose low-fat meat, and low-fat dairy products, and to avoid candy, ice cream, snacks, cakes, pastries, chocolate, potato chips, beer, soft drinks and juice. In order to match carbohydrate intake between the intervention arms, a high intake of potatoes, root vegetables, fruit and other carbohydrate-rich foods is recommended.

Guideline: 200-400 g of potatoes, 300-500 g of root crops, 400-600 g of vegetables, 200-300 g of beans, peas and corn, and 600 g of fruit and berries per day."
NCT01208558,2,BEHAVIORAL,Diet B,"Prudent diet with whole grains. Written advice and 17-20 group sessions. An exchange of regular cereal grains for whole grains is recommended. A daily intake of 7-8 portions of whole grain products is recommended, and a list of recommended cereal products (brands, names) is provided. Apart from that, the recommendation is identical to Diet A: to follow Nordic Nutrition Recommendations (NNR) for overweight people (www.slv.se; in Swedish), i.e. to eat much fruit, vegetables, fish, and to choose low-fat meat, and low-fat dairy products, and to avoid candy, ice cream, snacks, cakes, pastries, chocolate, potato chips, beer, soft drinks and juice. The goal is that carbohydrate intake, as a proportion of total energy intake, should not differ between the groups."
NCT01208558,3,BEHAVIORAL,Physiotherapy,"Twelve physiotherapy-led, charged, 2-hour sessions of structured group training for increased cardiorespiratory fitness. A pedometer sold at the start. Physical activity on prescription (FaR) at the end."
NCT05726227,1,DRUG,Semaglutide,Semaglutide will be administered subcutaneously once weekly.
NCT05726227,2,DRUG,Placebo,Placebo will be administered subcutaneously once-weekly.
NCT01015976,1,PROCEDURE,bariatric surgery,Roux en Y bariatric surgery
NCT01015976,2,OTHER,control,No surgery
NCT01677923,1,DRUG,Metformin,Metformin 500 mg BID for 12 months
NCT00826774,1,BEHAVIORAL,Usual Care,"Participants in this group will receive usual medical care, provided by their own primary care providers (PCPs). PCPs also will provide participants recommendations for weight management at quarterly-scheduled visits."
NCT00826774,2,BEHAVIORAL,Brief Lifestyle Counseling,"These participants, like those in the Usual Care group, will receive the same PCP visits, plus monthly brief counseling sessions with an auxiliary health care provider (e.g., a medical assistant), on-site or by phone."
NCT00826774,3,BEHAVIORAL,Enhanced Brief Lifestyle Counseling,"These participants will receive the same intervention as those in the Brief Lifestyle Counseling condition, including quarterly PCP visits and monthly sessions with a medical assistant who will instruct them in lifestyle modification. These individuals also will select, in consultation with their PCP, the use of either meal replacements or weight loss medication, to facilitate the induction and maintenance of weight loss"
NCT05952882,1,DRUG,Liraglutide + Metformin,"Metformin XR (extended-release) was initiated at 750 mg once daily and increased to 1500 mg once daily after 2 week. Concomitantly, Liraglutide was initiated at a subcutaneous dose of 0.6 mg once daily for 1 week, then titrated in increments of 0.6 mg once daily every 1 to 3 weeks to a maintenance dose of 3.0 mg once daily for up to 12 weeks"
NCT05952882,2,DRUG,Metformin,Metformin XR (extended-release) was initiated at 750 mg once daily and increased to 1500 mg once daily after 2 week
NCT00504673,1,DRUG,insulin detemir,
NCT00504673,2,DRUG,insulin NPH,
NCT00504673,3,DRUG,insulin aspart,
NCT01530724,1,OTHER,Weight-loss diet strategy (+) exercise (PA),Weight-loss diet strategy with a free gym membership; monthly 60-minute educational workshops; 3 sessions of workout per week of mostly aerobic training
NCT01530724,2,OTHER,weight loss (-) exercise (PA),Weight-loss diet strategy without exercise
NCT00440180,1,DRUG,Anastrozole,1 mg qd for 4 months
NCT00440180,2,DRUG,Placebo,Placebo Comparator
NCT04916470,1,DRUG,Semaglutide,"Participants will receive semaglutide subcutaneous (s.c.; under the skin) injection(s) once-weekly for 52 weeks. Dose will be gradually increased to 2.4 mg: 0.25 mg from week 1 to 4, 0.5 mg from week 5 to 8, 1.0 mg from week 9 to 12, 1.7 mg from week 13 to 16 and 2.4 mg from week 17 to week 52."
NCT04916470,2,DRUG,Placebo (Semaglutide),Participants will receive semaglutide matching placebo s.c. injection(s) once-weekly for 52 weeks.
NCT04274608,1,DRUG,Botulinum toxin type A,Intragastric injection of Botulinum toxin type A
NCT04274608,2,BEHAVIORAL,Weight Management Program,12 week weight management program
NCT03516968,1,DRUG,Monthly bolus of cholecalciferol per os,Bolus therapy: first 50 000 IU and a second 50 IU after 6 weeks
NCT03516968,2,DRUG,Daily dose of cholecalciferol per os,"Daily substitution, 1200 IU per day (4 drops), for 3 months"
NCT00231660,1,DRUG,topiramate,
NCT06738979,1,DRUG,TQF3510 (Semaglutide Injection),Semaglutide injection is a long-acting Glucagon-like peptide-1 (GLP-1) receptor agonist.
NCT06738979,2,DRUG,Wegovy®,Active Comparator
NCT01601574,1,BEHAVIORAL,Weight Watchers modified program,"Weight Watchers: For people with Type 2 diabetes including (1) weekly standard in-person Weight Watchers meetings, (2) use of the standard Weight Watchers online program and tools, and (3) two scheduled telephone consultations with a Certified Diabetes Educator (CDE) who will assist the participant in tailoring the standard Weight Watchers program to accommodate the participant's diabetes-related status, with additional unlimited phone and email access to CDEs at the participant's request"
NCT01601574,2,OTHER,Standard Care group,"One session of in-person diabetic nutritional counseling with a registered dietitian, with follow-up written educational materials."
NCT01387126,1,DIETARY_SUPPLEMENT,Novel fibre supplement,The full dose of the study intervention is 15 grams per day.
NCT00040287,1,BEHAVIORAL,smoking cessation program,
NCT00040287,2,BEHAVIORAL,weight control program,
NCT04717726,1,DIETARY_SUPPLEMENT,Milk Thistle (MT),"Participants in the MT and EX + MT groups will be provided 900 mg of standardized milk thistle extract daily (300 mg three times per day before meals) over the 12-week regimen. We will use the standardized Jarrow Formulas Milk Thistle Veggie Caps containing 30:1 extract that is standardized to contain 80% total Milk Thistle seed flavonoids (polyphenols), including the critical Silymarin fractions isosilybinins A and B, silybinins A and B, silychristin and silydianin that is active against suppressing the UGT1A1 enzyme increasing plasma bilirubin. The capsules are free of wheat, gluten, soybeans, dairy, egg, fish/shellfish, peanuts/tree nuts, and GMOs. Rationale for using this brand: There have been inconsistencies with previous studies that did not use a standardized silymarin extract, which may have contained low levels of the active polyphenolic flavonoids in the milk thistle plant, which varies in the plant's stems, leaves, roots, and flowers."
NCT04717726,2,DIETARY_SUPPLEMENT,Lactobacillus Gasseri (LAC),"Participants in the LAC and LAC + EX groups will receive two doses of 3 billion CFU of lactobacillus gasseri per day for a total of 6 billion CFU, the recommended upper level for supplementation of probiotic cultures. We will use Swanson brand Lactobacillus gasseri, whose capsules are also free of wheat, gluten, soybeans, dairy, egg, fish/shellfish, peanuts/tree nuts, and GMOs. Importantly, this brand uses acid-resistant designed release capsules to improve the viability of the lactobacillus in the human stomach."
NCT04717726,3,BEHAVIORAL,Exercise (EX),"Participants in the EX, EX + MT, and EX + LAC groups will complete five weekly exercise sessions on their own, expending roughly 600 kcal per session. Participants will be provided a Polar A-300 heart rate monitor programmed for their individual attributes (height, weight, age, training status, gender), which gives a real-time estimate of energy expenditure during exercise. Participants will report to the lab once per week to download the exercise sessions and verify compliance. If participants are not compliant (defined as completing 85% of their assigned exercise sessions per month), they will be disqualified. This intervention has been successfully used by Dr. Flack in multiple studies to produce significant weight loss without dietary intervention in this population with a retention rate of over 90%"
NCT04717726,4,DIETARY_SUPPLEMENT,Control (CON),Participants in the CON and EX group will receive a placebo (maltodextrin) made to look identical to the MT and LAC capsules.
NCT06780449,1,DRUG,Cagrilintide,Participants will receive cagrilintide subcutaneously.
NCT06780449,2,DRUG,Semaglutide,Participants will receive semaglutide subcutaneously.
NCT06780449,3,DRUG,Placebo cagrilintide,Participants will receive placebo matched to cagrilintide subcutaneously.
NCT06780449,4,DRUG,Placebo semaglutide,Participants will receive placebo matched to semaglutide subcutaneously.
NCT01755676,1,DRUG,Orlistat 60 mg,1 tablet 3 times a day
NCT01755676,2,OTHER,Placebo,1 tablet 3 times a day
NCT03440814,1,DRUG,DCCR,Once daily oral administration
NCT03440814,2,DRUG,Placebo for DCCR,Once daily oral administration
NCT03574597,1,DRUG,Semaglutide,"Semaglutide will be injected into a skin fold, in the stomach, thigh or upper arm once a week at the same day of the week (to the extent possible) throughout the trial. Subjects will start semaglutide treatment at 0.24 mg; dose will gradually be increased every 4 weeks up to 2.4 mg."
NCT03574597,2,DRUG,Placebo (semaglutide),"Placebo will be injected into a skin fold, in the stomach, thigh or upper arm once a week at the same day of the week (to the extent possible) throughout the trial. Participants will receive placebo at an equivalent dose to semaglutide."
NCT03516188,1,DRUG,Alginate-antacid group,"Participants will be given 10 mL of alginate-antacid preparation (Gaviscon-Advance®, Reckitt-Benckiser, United Kingdom)"
NCT03516188,2,DRUG,Non antacid alginate group,Participants will be given 4 mL of magnesium tri-silicate which has equivalent strength and component with Gaviscon-Advance® except it is alginate-free.
NCT00032760,1,BEHAVIORAL,Meditation,
NCT02564627,1,PROCEDURE,Self-applied patch,An ambulatory self-applied patch will be placed weekly by the patients for PENS of dermatome T6.
NCT02564627,2,PROCEDURE,Conventional procedure,PENS of dermatome T6 will be applied by the MD in the Outpatient Clinic.
NCT02564627,3,DIETARY_SUPPLEMENT,1200 Kcal/day diet,A 1200 Kcal/day diet will be prescribed.
NCT04662801,1,BEHAVIORAL,Behavioral Weight Loss (BWL),All participants will receive twelve weeks of BWL treatment.
NCT04662801,2,BEHAVIORAL,Early Responder: BWL continued,Participants categorized as experiencing early weight loss at the end of the first month of treatment will continue with BWL for the remainder of treatment.
NCT04662801,3,COMBINATION_PRODUCT,Early Non-responder: BWL continued with medication added,Participants categorized as not experiencing early weight loss at the end of the first month of treatment will continue BWL plus a weight loss medication (Naltrexone Bupropion) for the remainder of treatment.
NCT06075667,1,DRUG,Tirzepatide,Administered SC
NCT06075667,2,DRUG,Placebo,Administered SC
NCT00073242,1,DRUG,Leptin,leptin administration
NCT00073242,2,BEHAVIORAL,Dietary modification,Subjects lose 10% of body weight via dietary restriction
NCT00073242,3,DRUG,T3 repletion,administer T3
NCT00185770,1,BEHAVIORAL,Reducing television and other screen time (SMART curriculum),
NCT01667783,1,PROCEDURE,Gastric Banding,Laparoscopic Adjustable Gastric Banding using the LapBand
NCT01667783,2,BEHAVIORAL,Medical Weight Loss,"Weight loss intervention using diet (meal replacments), physical activity and behavioral techniques administered with weekly one-on-one counselling by dieticians"
NCT01667783,3,PROCEDURE,Gastric Bypass,Laparoscopic Roux-en-Y Gastric Bypass
NCT00284167,1,BEHAVIORAL,tailored web-based weight management intervention,
NCT00456521,1,DRUG,Naltrexone SR 32 mg/ bupropion SR 360 mg/ day,
NCT00456521,2,DRUG,Placebo,
NCT00456521,3,BEHAVIORAL,Intensive group lifestyle modification counseling,
NCT06366464,1,DRUG,Pitolisant tablet,Pitolisant tablet
NCT06366464,2,OTHER,Placebo tablet,Placebo tablet
NCT07668401,1,DRUG,Zenagamtide,"Zenagamtide will be administered subcutaneously using PDS290 pre-filled pen-injectors to one of the body parts: thigh, abdomen or upper arm."
NCT07668401,2,DRUG,Placebo ( matched to Zenagamtide),"Placebo matched to Zenagamtide will be administered subcutaneously using PDS290 pre-filled pen-injectors to one of the body parts: thigh, abdomen or upper arm."
NCT00528164,1,BEHAVIORAL,Team PLAY,"Parents will receive intense counseling regarding developmentally appropriate physical activity, strategies for reducing sedentary behaviors, nutritional counseling, and behavioral counseling, including a self-management program to use with their children at home. The group will meet once a week for the initial 8 weeks, bi-weekly for 8 weeks, and monthly for 2 months."
NCT03085394,1,DRUG,tranexamic acid,Preoperative intravenous administration of 2 grams tranexamic acid in 10 ml saline
NCT03085394,2,DRUG,Placebo,Preoperative intravenous administration of 10 ml saline
NCT05819853,1,DRUG,Semaglutide Injectable Product (Wegovy and/or Ozempic),"10 months of semaglutide, with dose escalation as recommended by manufacturer. Maximum dose used will be 1.7mg"
NCT03693430,1,DRUG,Semaglutide,"Subcutaneous (s.c., under the skin) injections of semaglutide once weekly at escalating doses (0.25 mg/week, 0.5 mg/week, 1.0 mg/week, 1.7 mg/week, 2.4 mg/week). The dose will be escalated to next level every 4 weeks"
NCT03693430,2,DRUG,Placebo (Semaglutide),"S.c. injections of placebo once weekly at a similar dose escalation manner as semaglutide (placebo matched to semaglutide 0.25 mg/week, 0.5 mg/week, 1.0 mg/week, 1.7 mg/week, 2.4 mg/week). The dose will be escalated to next level every 4 weeks"
NCT07469800,1,DRUG,IBI362,"IBI362 will be administered subcutaneously once weekly (QW) in a step-up dose titration regimen over 48 weeks:

* Weeks 1-4: 2 mg QW
* Weeks 5-8: 4 mg QW
* Weeks 9-24: 6 mg QW
* Weeks 25-48: 6/9 mg QW."
NCT07469800,2,DRUG,Placebo,"Matching placebo will be administered subcutaneously once weekly (QW) for 48 weeks, with the same number of injections as the IBI362 group to maintain study blinding."
NCT01272219,1,DRUG,liraglutide,"Subject with no pre-diabetes at screening, receiving liraglutide 3.0 mg subcutaneous (under the skin) injection once daily for 56 weeks. Subjects completing 56 weeks are re-randomised to receive liraglutide 3.0 mg for 12 weeks (until week 68)."
NCT01272219,2,DRUG,placebo,"Subject with no pre-diabetes at screening, receiving liraglutide 3.0 mg subcutaneous (under the skin) injection once daily for 56 weeks. Subjects completing 56 weeks are re-randomised to receive liraglutide placebo for 12 weeks (until week 68)."
NCT01272219,3,DRUG,liraglutide,"Liraglutide 3.0 mg, subcutaneous (under the skin) injection once daily for 160 weeks."
NCT01272219,4,DRUG,placebo,"Liraglutide placebo, subcutaneous (under the skin) injection once daily for 160 weeks."
NCT03961360,1,DRUG,Aspirin 81 mg,Low dose aspirin was initially reported as having a beneficial effect at preeclampsia
NCT03961360,2,DRUG,Aspirin 162 mg,Low dose aspirin was initially reported as having a beneficial effect at preeclampsia
NCT07351058,1,COMBINATION_PRODUCT,Placebo,Placebo will be volume-matched and administered once weekly using an integrated drug-device combination product.
NCT07351058,2,COMBINATION_PRODUCT,Enicepatide,Enicepatide will be administered once weekly at the randomized dosing regimen using an integrated drug-device combination product.
NCT05935826,1,DRUG,Essential Amino Acid Supplement by Amino Co,"2 months of twice daily consumption of Purity (EAA), followed by 10 months open label extension of EAA"
NCT05935826,2,OTHER,Placebo,"2 months of twice daily consumption of Placebo, followed by 10 months open label extension of EAA"
NCT00696228,1,DIETARY_SUPPLEMENT,Placebo,Placebo
NCT00696228,2,DIETARY_SUPPLEMENT,MUFA,MUFA
NCT00696228,3,DIETARY_SUPPLEMENT,PUFA,PUFA
NCT00696228,4,DIETARY_SUPPLEMENT,SFA,SFA
NCT07493057,1,DRUG,Placebo,subcutaneous administration
NCT07493057,2,DRUG,GZR18 injection,subcutaneous administration
NCT00687739,1,DRUG,leuprolide acetate,3.75 mg for depot suspension delivered by monthly intramuscular injection for 5 months
NCT00687739,2,DRUG,Estradiol Transdermal,0.075 mg patch per day for 5 months
NCT00687739,3,BEHAVIORAL,progressive resistance exercise training,45 minute exercise sessions 4 times per week for 5 months
NCT06948422,1,DRUG,Orforglipron,Administered orally.
NCT06948422,2,DRUG,Placebo,Administered orally.
NCT07667803,1,DRUG,Elecoglipron,Elecoglipron film-coated tablet once daily
NCT07667803,2,DRUG,Placebo,Placebo matching elecoglipron film-coated tablet once daily
NCT07709910,1,DRUG,Ribupatide Injection,Ribupatide Injection
NCT07709910,2,DRUG,Placebo,Placebo
NCT07622810,1,DRUG,Bofanglutida,Bofanglutide (GZR18) is a long-acting GLP-1 receptor agonist administered by subcutaneous injection every 2 weeks. Participants will receive progressive dose titration starting at 3 mg up to a target dose of 48 mg according to the study protocol during the 36-week treatment period.
NCT07622810,2,DRUG,Semaglutide,Semaglutide is a GLP-1 receptor agonist administered by weekly subcutaneous injection with progressive dose titration from 0.25 mg to 1 mg according to the study protocol during the 36-week treatment period.
NCT00454610,1,BEHAVIORAL,FLOW,
NCT00454610,2,BEHAVIORAL,SelfHelp,
NCT05488288,1,PROCEDURE,Mesh repair,"Abdominal ventral hernia (VH) repair with mesh during bariatric surgery. the repair technique and the type of mesh are left to the choice of the center, as there are no strong data to demonstrate which technique is the best for VH repair in this population."
NCT05488288,2,PROCEDURE,Suture repair,"The hernia sack is resected through an open approach, and the fascial defect is systematically closed with a slowly absorbable monofilament suture."
NCT03414762,1,DEVICE,PICO Negative Pressure Wound Therapy,"The PICO unit is a single patient use, battery-powered, disposable unit that can provide continuous 80 - 125 mmHg negative pressure over a 5 to 7-day therapy period.The dressing is applied to the wound and extra strips are placed over the outside edge to help hold the dressing in place. When the pump is turned on, air is pulled out of the dressing and excess fluid from the wound will start to enter the dressing."
NCT03414762,2,DEVICE,Standard Dressing,"The standard-of-care is consistent with the national standard for dressing Cesarean section incisions and includes, but not limited to, coverage of the sutured incision with sterile gauze and non-penetrable barrier (e.g., Tegaderm™). The non-penetrable barrier may be left in place for a minimum of 1 day and no longer than 2 days (± 4 hours) to promote epithelialization of the surgical incision edges. After the dressing is removed, the surgical site is left exposed to air to promote further healing"
NCT00941382,1,DRUG,Sibutramine-Metformin,"sibutramine and metformin, 15 mg per day and 850 mg per day, respectively, in a single tablet, for 180 days"
NCT00941382,2,DRUG,Sibutramine,15 mg per day for 180 days
NCT00941382,3,DRUG,Metformin,Metformin 850 mg per day for 180 days
NCT01872182,1,DRUG,ALS-L1023,daily twice for 12 weeks
NCT01872182,2,DRUG,placebo,daily twice for 12 weeks
NCT01766791,1,OTHER,"HIT-exercise, low repetition range","High Intensity Resistance Exercise Training, low repetition range, \> 75% 1RM"
NCT01766791,2,OTHER,"HIT-exercise, high repetition range","High Intensity Resistance Exercise Training, high repetition range, 60 - \< 75 1RM"
NCT01766791,3,OTHER,HIT-exercise with protein,"High Intensity Resistance Exercise Training, low repetition range, \> 75% 1RM and Protein Supplementation"
NCT01766791,4,OTHER,Control,"control group, no intervention, maintenance of physical activity"
NCT07021937,1,DRUG,Semaglutide 1.7mg subcutaneous,Semaglutide subcutaneous max dose of 1.7mg over 24 or 32 weeks of active treatment
NCT07021937,2,DRUG,Placebo,Placebo saline solution subcutaneous
NCT00236639,1,DRUG,topiramate,
NCT06496100,1,DRUG,Triticum Aestivum,"The intervention period will be 120 days, looking for effects on appetite regulation and the hormonal axis Leptin, Ghrelin and Adiponectin."
NCT06496100,2,DRUG,Placebo (calcined magnesia),"The intervention period will be 120 days, looking for effects on appetite regulation and the hormonal axis Leptin, Ghrelin and Adiponectin."
NCT01279499,1,DRUG,Sevoflurane,Intraoperatively Sevoflurane will be guided by a target end tidal concentration 1 - 2 MAC .Every rise of BP or HR \> 15% of baseline will be followed by a bolus SEVO inhalation 8% MAC for 2 minutes
NCT01279499,2,DRUG,Sevoflurane,Intraoperatively sevoflurane will be guided by a target BIS of 40 - 50. If a positive sympathetic response occured (an elevation of the HR and/or MAP greater than 15% above baseline) a bolus SEVO 8 MAC will be administered for 2 minutes.
NCT01279499,3,DRUG,Propofol- Remifentanyl,"Anaesthesia will be induced with a continuous IV Propofol infusion (21mg/kg TBW for 5 min, 12 mg/kg TBW for 10 min and then 6 mg/kg TBW), followed by an IV bolus of Remifentanyl (1 μg/kg IBW) and succinylcholine (1mg/kg IBW).General anesthesia will be maintained with continuous intravenous administration of Propofol at 150-300mcg/kg/min (doses based on ideal body weight).

Every rise of BP or HR \> 15% of baseline will be followed by a Remifentanyl bolus IV (1 μg/kg IBW) and increase in the continuous infusion rate of Remifentanyl from 0.1 to 1.0 μg/kg/min"
NCT01279499,4,DRUG,"Propofol, Remifentanyl","Anaesthesia will be induced with a continuous IV Propofol infusion (21mg/kg TBW for 5 min, 12 mg/kg TBW for 10 min and then 6 mg/kg TBW), followed by an IV bolus of Remifentanyl (1 μg/kg IBW) and succinylcholine (1mg/kg IBW). General anesthesia will be maintained with continuous intravenous administration of Propofol at 150-300mcg/kg/min (ideal body weight).

The depth of anesthesia will be adjusted so as to accomplish a BIS score between 40 and 50 Every rise of BP or HR \> 15% of baseline will be followed by a Remi bolus IV (1 μg/kg IBW) and increase in the continuous infusion rate of Remi from 0.1 to 1.0 μg/kg/min"
NCT00289705,1,PROCEDURE,Surgery,Laparoscopic Roux-en-Y gastric bypass
NCT05316467,1,BEHAVIORAL,Intensive Lifestyle Intervention (ILI),"* dietary guidance
* exercise guidance
* lifestyle intervention"
NCT05316467,2,DRUG,Megestrol Acetate 160 MG Oral Tablet,enrolled participants will take Megestrol Acetate 160mg daily
NCT06987695,1,DRUG,Maridebart cafraglutide,Maridebart cafraglutide will be administered SC.
NCT06987695,2,DRUG,Placebo,Placebo will be administered SC.
NCT03968224,1,DRUG,Dapagliflozin/Metformin,Two tablets of Metformin 850 mg every 12 hours were provided in combination with Dapagliflozin 10 mg per day. Each participant received diet and exercise intervention according to their BMI and current physical condition.
NCT03968224,2,DRUG,Metformin,Two tablets of Metformin 850 mg every 12 hours were provided. Each participant received diet and exercise intervention according to their BMI and current physical condition.
NCT00532779,1,DRUG,Naltrexone SR 16 mg/Bupropion SR 360 mg /day,
NCT00532779,2,DRUG,Naltrexone SR 32 mg/Bupropion SR 360 mg /day,
NCT00532779,3,DRUG,Placebo,
NCT00532779,4,BEHAVIORAL,Ancillary therapy,"Ancillary therapy consisting of diet instruction, advice on behavior modification, and exercise counseling"
